C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_04_757.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_04_757.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_04_757.jpg,0,0,0,25.08496
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_04_831.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_04_831.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_04_831.jpg,0,0,0,24.8822
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_04_908.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_04_908.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_04_908.jpg,0,0,0,24.68114
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_04_987.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_04_987.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_04_987.jpg,0,0,0,24.48153
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_05_065.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_05_065.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_05_065.jpg,0,0,0,24.28295
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_05_141.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_05_141.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_05_141.jpg,-0.02347418,0,0,24.08578
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_05_217.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_05_217.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_05_217.jpg,-0.05164319,0,0,23.93826
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_05_293.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_05_293.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_05_293.jpg,-0.1126761,0,0,23.73947
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_05_366.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_05_366.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_05_366.jpg,-0.1361502,0,0,23.53876
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_05_435.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_05_435.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_05_435.jpg,-0.1502347,0,0,23.39082
C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\center_2017_06_23_00_55_05_511.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\left_2017_06_23_00_55_05_511.jpg,C:\Users\iliatz\Documents\GitHub\P3-Behavioral_Cloning\data\IMG\right_2017_06_23_00_55_05_511.jpg,-0.1549296,0,0,23.19668
